;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Name;D65_White;D65_Blue;D65_Skin;D65_Yellow;D50_White;D50_Blue;D50_Skin;D50_Yellow;L1_White;L1_Blue;L1_Skin;L1_Yellow
Correction;UV;UV;UV;UV;UV;UV;UV;UV;UV;UV;UV;UV
Date;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025
Time;09:23:14;09:25:54;09:31:56;09:34:22;09:45:08;09:47:48;09:49:18;09:49:34;09:59:28;10:00:28;10:00:42;10:00:59
808;8,09622E-02;3,64515E-02;5,15758E-02;7,25196E-02;4,65455E-02;1,59119E-02;2,15308E-02;3,07534E-02;-2,72705E-05;6,69585E-06;-2,07860E-06;5,01633E-05
809;7,61472E-02;3,44788E-02;4,89743E-02;6,88465E-02;4,40483E-02;1,43901E-02;1,95404E-02;2,74782E-02;3,63197E-06;1,99150E-05;1,63966E-05;4,39391E-06
810;7,00614E-02;3,21842E-02;4,64845E-02;6,55623E-02;3,99251E-02;1,30002E-02;1,72857E-02;2,47317E-02;4,12493E-06;-2,29413E-05;-2,94051E-05;-4,03470E-05
811;6,49490E-02;2,93721E-02;4,30599E-02;6,06432E-02;3,57495E-02;1,15659E-02;1,52898E-02;2,18095E-02;5,91388E-05;9,95635E-06;5,83368E-05;-3,05275E-05
812;5,85187E-02;2,67271E-02;3,95498E-02;5,60504E-02;3,15610E-02;1,01578E-02;1,36127E-02;1,93885E-02;4,98112E-05;5,83724E-06;4,41301E-05;2,78698E-05
813;5,30134E-02;2,40679E-02;3,59224E-02;5,02069E-02;2,83614E-02;9,02342E-03;1,19937E-02;1,69947E-02;5,67879E-05;-5,63628E-06;1,25342E-06;3,27347E-05
814;4,71400E-02;2,17642E-02;3,21648E-02;4,50692E-02;2,44931E-02;7,97767E-03;1,05989E-02;1,47844E-02;6,46291E-05;1,01075E-05;1,08162E-05;2,38029E-05
815;4,19233E-02;1,92676E-02;2,88893E-02;4,06359E-02;2,17652E-02;6,90076E-03;9,27086E-03;1,30410E-02;4,15385E-05;-6,99226E-06;3,97050E-05;4,89635E-06
816;3,73641E-02;1,73695E-02;2,60713E-02;3,58651E-02;1,90629E-02;6,18831E-03;8,43427E-03;1,15120E-02;-4,00261E-05;1,77860E-05;2,47839E-05;-8,00740E-06
817;3,39289E-02;1,55781E-02;2,35128E-02;3,30694E-02;1,71354E-02;5,52806E-03;7,46128E-03;1,05060E-02;2,56464E-05;2,10206E-06;1,88046E-05;4,91444E-05
818;3,04566E-02;1,43190E-02;2,13765E-02;2,91937E-02;1,59722E-02;5,07912E-03;6,98967E-03;9,40409E-03;-4,48127E-05;7,23345E-08;1,35922E-05;4,73986E-05
819;2,87701E-02;1,32067E-02;1,96072E-02;2,66928E-02;1,38729E-02;4,71173E-03;6,47562E-03;8,87880E-03;1,07529E-04;-8,43447E-06;2,26303E-05;-5,77472E-06
820;2,63481E-02;1,21485E-02;1,82116E-02;2,46689E-02;1,30474E-02;4,33194E-03;6,05977E-03;8,20961E-03;3,11204E-05;2,23566E-05;-2,95384E-06;6,05906E-05
821;2,48854E-02;1,14797E-02;1,67251E-02;2,32465E-02;1,23183E-02;4,12732E-03;5,65910E-03;7,80071E-03;2,25432E-04;6,71356E-06;-1,53349E-05;-6,06752E-05
822;2,36638E-02;1,08254E-02;1,58398E-02;2,12267E-02;1,12576E-02;3,94428E-03;5,52024E-03;7,20616E-03;4,28256E-05;1,22366E-05;2,59343E-05;6,12801E-05
823;2,24111E-02;1,02412E-02;1,49032E-02;2,01272E-02;1,07696E-02;3,75912E-03;5,25600E-03;6,79401E-03;1,02512E-04;1,06582E-05;-5,57405E-06;6,77183E-06
824;2,17644E-02;9,93372E-03;1,43250E-02;1,92982E-02;1,06461E-02;3,64059E-03;5,06713E-03;6,74862E-03;1,29260E-04;5,52959E-06;1,69719E-05;5,64875E-05
825;2,14716E-02;9,68673E-03;1,38516E-02;1,87036E-02;1,01302E-02;3,48811E-03;4,97348E-03;6,51170E-03;-1,14463E-04;-7,56140E-06;2,73084E-05;4,79170E-05
826;2,10306E-02;9,67547E-03;1,37733E-02;1,80406E-02;1,00418E-02;3,56559E-03;4,97445E-03;6,60727E-03;-1,09931E-04;1,08648E-05;2,41803E-05;3,97303E-05
827;2,08857E-02;9,41958E-03;1,37256E-02;1,80608E-02;9,72457E-03;3,51388E-03;4,91320E-03;6,64297E-03;9,73706E-05;1,51593E-05;1,83439E-05;1,15921E-05
828;2,04550E-02;9,36311E-03;1,34454E-02;1,73295E-02;9,27416E-03;3,47894E-03;5,00524E-03;6,41323E-03;-4,97597E-06;4,33061E-06;3,92019E-06;7,65193E-06
829;2,05912E-02;9,38188E-03;1,34764E-02;1,73933E-02;9,76269E-03;3,51200E-03;5,01259E-03;6,65500E-03;9,60210E-05;-1,64841E-05;-7,91202E-06;4,16315E-05
830;2,06807E-02;9,52513E-03;1,33926E-02;1,69690E-02;9,49625E-03;3,52950E-03;4,95202E-03;6,50468E-03;5,33246E-06;-7,26103E-06;1,41114E-05;1,78831E-05
831;2,12204E-02;9,75689E-03;1,36788E-02;1,73840E-02;9,46470E-03;3,64489E-03;5,21447E-03;6,88848E-03;3,67123E-05;-1,36263E-06;-1,47752E-05;2,67711E-05
832;2,13653E-02;9,80922E-03;1,38730E-02;1,75251E-02;9,72144E-03;3,73349E-03;5,30016E-03;6,88410E-03;-1,33620E-05;4,50576E-06;8,91116E-06;-2,48636E-05
833;2,22019E-02;1,00155E-02;1,42107E-02;1,82306E-02;1,03009E-02;3,91468E-03;5,58024E-03;7,19968E-03;-2,63146E-05;2,00603E-05;2,13458E-05;-2,40322E-05
834;2,30882E-02;1,06223E-02;1,47844E-02;1,84582E-02;1,07175E-02;4,02291E-03;5,80530E-03;7,34727E-03;-3,14360E-05;-1,93886E-05;-1,65903E-06;2,37301E-05
835;2,39984E-02;1,07907E-02;1,51495E-02;1,94131E-02;1,08260E-02;4,22077E-03;5,94506E-03;7,82981E-03;4,59580E-05;9,26702E-06;1,05360E-05;-1,27040E-05
836;2,57317E-02;1,14547E-02;1,56353E-02;2,01479E-02;1,12911E-02;4,40522E-03;6,28156E-03;8,21996E-03;4,94359E-05;1,06115E-05;-3,33200E-05;1,05523E-05
837;2,60879E-02;1,20927E-02;1,66357E-02;2,08869E-02;1,22286E-02;4,65164E-03;6,54964E-03;8,58819E-03;5,46250E-05;8,76093E-06;2,56852E-05;-8,27692E-06
838;2,75113E-02;1,27802E-02;1,73727E-02;2,18081E-02;1,24626E-02;4,88026E-03;7,02889E-03;9,20063E-03;-1,35280E-04;7,53818E-06;6,77064E-06;5,12913E-05
839;2,92243E-02;1,30769E-02;1,81942E-02;2,28297E-02;1,30374E-02;5,08130E-03;7,42005E-03;9,68425E-03;-1,08644E-05;-1,00798E-05;2,03823E-05;-4,77965E-06
840;3,04079E-02;1,39219E-02;1,90323E-02;2,35036E-02;1,38652E-02;5,49744E-03;7,72743E-03;1,01055E-02;-4,49486E-05;-4,97152E-06;-1,48424E-05;4,23206E-05
841;3,17223E-02;1,45903E-02;2,03330E-02;2,52983E-02;1,44301E-02;5,80530E-03;8,31444E-03;1,08388E-02;8,18142E-05;3,96876E-06;2,13813E-05;5,98511E-05
842;3,41740E-02;1,54912E-02;2,12128E-02;2,64523E-02;1,54793E-02;6,10762E-03;8,75863E-03;1,13611E-02;-9,19891E-05;-1,18430E-05;3,56097E-05;-1,44651E-05
843;3,59495E-02;1,63992E-02;2,22646E-02;2,78972E-02;1,61947E-02;6,46513E-03;9,31593E-03;1,20549E-02;1,37507E-04;-1,01789E-05;3,21334E-05;2,66654E-05
844;3,80226E-02;1,72471E-02;2,32112E-02;2,91016E-02;1,73907E-02;6,96703E-03;9,88668E-03;1,28398E-02;-5,94267E-05;2,15703E-05;-1,25817E-05;8,60644E-05
845;3,93341E-02;1,82221E-02;2,45235E-02;3,05467E-02;1,81222E-02;7,21138E-03;1,03407E-02;1,34659E-02;1,23295E-04;-1,27298E-06;-4,44493E-06;-6,27221E-06
846;4,14325E-02;1,90431E-02;2,59746E-02;3,23447E-02;1,92501E-02;7,66775E-03;1,10296E-02;1,41538E-02;1,53868E-04;-1,38353E-05;2,14361E-05;6,06766E-05
847;4,33492E-02;1,99691E-02;2,69228E-02;3,39145E-02;2,01990E-02;8,06703E-03;1,16472E-02;1,49345E-02;-2,98866E-05;2,99756E-06;-5,36603E-05;9,89996E-06
848;4,46894E-02;2,10088E-02;2,81868E-02;3,58257E-02;2,12922E-02;8,55215E-03;1,22213E-02;1,57397E-02;8,36147E-05;-4,26922E-06;1,90209E-05;-3,73642E-06
849;4,73760E-02;2,18226E-02;2,95445E-02;3,71508E-02;2,17041E-02;9,00916E-03;1,27995E-02;1,64915E-02;-6,38337E-05;3,97815E-07;-7,81770E-06;2,27861E-05
850;4,95546E-02;2,27456E-02;3,12453E-02;3,85157E-02;2,37611E-02;9,34964E-03;1,34751E-02;1,75524E-02;1,54664E-04;1,15505E-05;-7,59512E-06;3,02597E-05
851;5,06642E-02;2,32939E-02;3,20672E-02;3,96023E-02;2,42216E-02;9,82706E-03;1,38882E-02;1,80920E-02;5,36793E-05;-7,51032E-06;3,06068E-05;3,89887E-05
852;5,04493E-02;2,42640E-02;3,31259E-02;4,20741E-02;2,54084E-02;1,00198E-02;1,42383E-02;1,87040E-02;-2,38135E-07;-4,44438E-06;1,08343E-05;9,24953E-06
853;5,25581E-02;2,46380E-02;3,37140E-02;4,26014E-02;2,61957E-02;1,03240E-02;1,44440E-02;1,89267E-02;3,55695E-05;3,37247E-06;3,58995E-06;6,79070E-05
854;5,34863E-02;2,51078E-02;3,44618E-02;4,35336E-02;2,61857E-02;1,04301E-02;1,45180E-02;1,88125E-02;4,91689E-05;1,77283E-06;1,53388E-05;9,63923E-06
855;5,29942E-02;2,46841E-02;3,48383E-02;4,39831E-02;2,69810E-02;1,04048E-02;1,44712E-02;1,87791E-02;-1,80764E-05;8,46863E-06;-8,19527E-06;1,92948E-05
856;5,24871E-02;2,51009E-02;3,49557E-02;4,37900E-02;2,67398E-02;1,03306E-02;1,41984E-02;1,88681E-02;6,81392E-05;3,55502E-06;-4,15921E-05;-2,86871E-05
857;5,16965E-02;2,44126E-02;3,45119E-02;4,45657E-02;2,67274E-02;1,00334E-02;1,39012E-02;1,80447E-02;1,51887E-04;4,19455E-05;5,98121E-05;-8,00003E-06
858;4,99455E-02;2,39236E-02;3,37643E-02;4,30879E-02;2,54955E-02;9,67139E-03;1,33146E-02;1,73147E-02;1,63208E-05;1,71266E-06;-1,55081E-05;1,07120E-05
859;4,70252E-02;2,26103E-02;3,25114E-02;4,11088E-02;2,50528E-02;9,06718E-03;1,22740E-02;1,58411E-02;7,25769E-05;2,56558E-05;-2,94439E-05;-6,26830E-06
860;4,43930E-02;2,14322E-02;3,11188E-02;3,93325E-02;2,32786E-02;8,34331E-03;1,14243E-02;1,47823E-02;-9,51658E-05;7,66233E-06;2,12906E-05;1,32475E-05
861;4,15286E-02;1,97589E-02;2,96256E-02;3,69488E-02;2,18211E-02;7,68022E-03;1,04186E-02;1,33467E-02;-6,29960E-05;2,93072E-05;2,99218E-05;6,42785E-06
862;3,78952E-02;1,85315E-02;2,74490E-02;3,49334E-02;1,97160E-02;7,05740E-03;9,61667E-03;1,22963E-02;1,35756E-04;2,73831E-06;3,59020E-05;8,30501E-05
863;3,56033E-02;1,70111E-02;2,52099E-02;3,20334E-02;1,83577E-02;6,46533E-03;8,66203E-03;1,10487E-02;1,25780E-04;-4,52483E-06;-1,67516E-05;1,48484E-05
864;3,25022E-02;1,60335E-02;2,36008E-02;2,95826E-02;1,68419E-02;5,94087E-03;8,05919E-03;1,01039E-02;-1,43735E-05;-1,78516E-05;4,81216E-05;5,71818E-06
865;3,00811E-02;1,46382E-02;2,20742E-02;2,76063E-02;1,52038E-02;5,40245E-03;7,28216E-03;9,18791E-03;-6,04422E-05;-2,23127E-05;3,73098E-05;1,77798E-05
866;2,83853E-02;1,34530E-02;2,01617E-02;2,58657E-02;1,44883E-02;5,03165E-03;6,79224E-03;8,51550E-03;3,51427E-05;6,59848E-06;-1,14681E-06;3,76064E-05
867;2,60468E-02;1,26770E-02;1,86715E-02;2,36420E-02;1,28782E-02;4,59883E-03;6,40140E-03;7,83821E-03;-1,96143E-05;-4,21777E-06;-2,36177E-05;-1,98379E-05
868;2,41672E-02;1,17670E-02;1,74498E-02;2,19434E-02;1,18548E-02;4,30850E-03;5,92099E-03;7,60003E-03;1,38886E-05;-1,90957E-05;1,24023E-05;7,12119E-05
869;2,30137E-02;1,10878E-02;1,65418E-02;2,03145E-02;1,13978E-02;4,10257E-03;5,74953E-03;7,00147E-03;7,26673E-05;-4,31643E-06;-2,68701E-05;-4,44232E-05
870;2,19102E-02;1,05930E-02;1,57401E-02;1,86056E-02;1,05368E-02;3,94034E-03;5,47373E-03;6,76394E-03;5,52441E-06;-7,52285E-06;-4,93413E-06;8,52691E-05
871;2,15288E-02;1,02990E-02;1,48756E-02;1,84129E-02;1,00079E-02;3,85836E-03;5,32302E-03;6,55506E-03;2,38192E-05;-7,60426E-06;2,96452E-05;-1,98541E-05
872;2,04479E-02;9,74487E-03;1,44346E-02;1,78194E-02;9,81606E-03;3,76385E-03;5,35622E-03;6,45797E-03;2,03008E-05;-1,31139E-06;3,58710E-05;3,34766E-05
873;2,05773E-02;9,76287E-03;1,41548E-02;1,75236E-02;9,71722E-03;3,75076E-03;5,31165E-03;6,50713E-03;8,36495E-05;-7,77019E-06;-8,77077E-06;-2,92390E-05
874;2,02805E-02;9,64125E-03;1,39825E-02;1,70360E-02;1,01132E-02;3,74328E-03;5,21755E-03;6,45711E-03;9,44063E-05;1,26856E-05;-3,53198E-05;-7,63388E-05
875;1,98059E-02;9,98806E-03;1,38476E-02;1,65710E-02;9,48183E-03;3,72603E-03;5,42100E-03;6,39590E-03;8,46221E-05;-1,88827E-05;-1,91959E-05;5,50419E-05
876;2,02965E-02;9,60543E-03;1,38730E-02;1,62701E-02;9,66635E-03;3,83324E-03;5,31057E-03;6,50749E-03;1,32386E-04;-1,30415E-05;1,04776E-05;3,57236E-05
877;2,04286E-02;9,88970E-03;1,41588E-02;1,67371E-02;9,99157E-03;3,83511E-03;5,54934E-03;6,45644E-03;9,21057E-05;1,74119E-05;-5,11636E-06;5,23032E-05
878;2,03770E-02;9,69169E-03;1,42152E-02;1,63983E-02;9,97726E-03;3,95831E-03;5,43500E-03;6,47957E-03;7,56336E-05;-2,68316E-05;4,10598E-06;7,53065E-05
879;2,09829E-02;1,00636E-02;1,44088E-02;1,63891E-02;1,01864E-02;4,00802E-03;5,63512E-03;6,77404E-03;1,12468E-04;2,88950E-06;2,15555E-06;2,02058E-05
880;2,11566E-02;1,02451E-02;1,44323E-02;1,69286E-02;9,93128E-03;4,06487E-03;5,78668E-03;6,83314E-03;-1,88924E-05;-5,88872E-08;1,39381E-05;-1,49911E-05
881;2,20404E-02;1,04569E-02;1,47360E-02;1,75313E-02;1,06771E-02;4,13411E-03;5,86680E-03;6,98573E-03;-1,77667E-05;1,77155E-05;1,10084E-05;1,47993E-05
882;2,22305E-02;1,07997E-02;1,50136E-02;1,76701E-02;1,06067E-02;4,22529E-03;6,07698E-03;7,35349E-03;1,16207E-04;-1,93038E-05;2,65242E-05;-5,23009E-05
883;2,26738E-02;1,09706E-02;1,54622E-02;1,81295E-02;1,13658E-02;4,37993E-03;6,27373E-03;7,47235E-03;-1,34138E-05;8,40993E-06;-1,18504E-05;-7,89662E-06
884;2,32935E-02;1,11925E-02;1,60013E-02;1,82907E-02;1,12333E-02;4,52176E-03;6,42461E-03;7,70099E-03;9,43848E-05;5,62667E-06;2,24812E-06;6,26607E-05
885;2,38160E-02;1,16141E-02;1,58193E-02;1,84009E-02;1,15111E-02;4,65307E-03;6,47724E-03;7,72530E-03;-1,25016E-04;-5,17153E-06;-2,43498E-05;9,43736E-06
886;2,46215E-02;1,18359E-02;1,67816E-02;1,87232E-02;1,19731E-02;4,74601E-03;6,75420E-03;8,39108E-03;-1,58986E-04;-3,06325E-06;1,33836E-05;7,69125E-05
887;2,56306E-02;1,21150E-02;1,66352E-02;1,93786E-02;1,19465E-02;4,88338E-03;7,06436E-03;8,07528E-03;-1,28154E-04;1,52443E-05;-2,52158E-05;-5,90099E-05
888;2,56093E-02;1,24861E-02;1,76707E-02;2,04965E-02;1,22313E-02;5,16727E-03;7,17244E-03;8,72805E-03;1,14465E-04;2,08679E-05;-2,45658E-05;1,24054E-05
889;2,73500E-02;1,29975E-02;1,81322E-02;2,10275E-02;1,25243E-02;5,31485E-03;7,49107E-03;8,83915E-03;-5,35927E-05;2,06180E-06;-2,79309E-05;7,96656E-05
890;2,77721E-02;1,35941E-02;1,86301E-02;2,19276E-02;1,35694E-02;5,53061E-03;7,75905E-03;9,20526E-03;-3,62063E-05;-2,08672E-05;9,68310E-06;4,56717E-05
891;2,93343E-02;1,41778E-02;1,96644E-02;2,24398E-02;1,43663E-02;5,73806E-03;8,21516E-03;9,47751E-03;-5,40398E-05;1,00344E-05;-1,17473E-05;-5,72463E-05
892;3,07830E-02;1,46998E-02;2,00621E-02;2,35272E-02;1,43945E-02;5,96477E-03;8,55801E-03;1,02021E-02;1,77729E-05;-5,83719E-06;8,74551E-06;1,02092E-04
893;3,19714E-02;1,53913E-02;2,10241E-02;2,44404E-02;1,50946E-02;6,41392E-03;8,94679E-03;1,06597E-02;8,51167E-05;-1,60918E-05;-8,60281E-06;-4,38134E-05
894;3,28554E-02;1,64427E-02;2,19705E-02;2,52636E-02;1,55869E-02;6,60331E-03;9,45413E-03;1,10509E-02;1,42407E-04;1,44679E-05;-8,07607E-06;8,29727E-05
895;3,41375E-02;1,70918E-02;2,30720E-02;2,62816E-02;1,63338E-02;7,01765E-03;9,89201E-03;1,16754E-02;-1,21436E-04;-1,21792E-05;4,87272E-05;-4,87049E-05
896;3,60874E-02;1,75100E-02;2,39071E-02;2,70042E-02;1,72494E-02;7,29986E-03;1,02971E-02;1,21648E-02;1,68705E-04;-5,40837E-06;-1,43186E-05;8,23530E-06
897;3,85188E-02;1,85251E-02;2,51254E-02;2,85184E-02;1,79019E-02;7,67243E-03;1,08315E-02;1,28490E-02;-9,84536E-05;-8,90032E-06;-3,17386E-05;3,60550E-06
898;4,03874E-02;1,94532E-02;2,63980E-02;2,98279E-02;1,85062E-02;8,09886E-03;1,14164E-02;1,32955E-02;1,41336E-04;-2,66942E-06;8,15253E-06;5,29750E-05
899;4,14851E-02;2,05420E-02;2,77650E-02;3,16579E-02;1,96758E-02;8,50047E-03;1,20273E-02;1,43611E-02;1,66558E-04;4,22573E-06;2,38425E-05;2,24999E-05
900;4,39170E-02;2,15065E-02;2,90336E-02;3,25207E-02;2,13457E-02;9,07583E-03;1,26315E-02;1,50106E-02;7,30340E-05;1,49676E-05;3,31781E-05;6,36786E-06
901;4,61449E-02;2,24197E-02;3,06144E-02;3,48079E-02;2,19241E-02;9,58931E-03;1,36850E-02;1,64577E-02;6,24447E-05;1,13650E-05;-1,05052E-05;4,19018E-05
902;4,83562E-02;2,39534E-02;3,19143E-02;3,60716E-02;2,34601E-02;1,00869E-02;1,41383E-02;1,69753E-02;-6,09424E-05;3,50891E-06;5,18031E-05;5,96724E-05
903;4,99528E-02;2,50290E-02;3,36286E-02;3,81997E-02;2,44573E-02;1,06384E-02;1,48045E-02;1,79118E-02;1,18957E-04;-1,04767E-05;-3,26887E-05;7,19883E-05
904;5,28919E-02;2,60371E-02;3,46438E-02;3,94790E-02;2,55850E-02;1,10240E-02;1,54703E-02;1,83863E-02;2,01320E-04;5,45145E-06;5,01608E-05;5,18614E-07
905;5,54730E-02;2,73455E-02;3,66542E-02;4,16719E-02;2,69579E-02;1,17973E-02;1,64645E-02;1,96369E-02;6,97934E-05;-2,01585E-05;-4,62657E-05;-1,39737E-05
906;5,77726E-02;2,86892E-02;3,84394E-02;4,23637E-02;2,81279E-02;1,22675E-02;1,72139E-02;2,05530E-02;2,14484E-04;-3,80352E-06;5,91011E-05;4,18058E-05
907;6,01847E-02;2,97099E-02;3,96292E-02;4,59380E-02;2,97715E-02;1,27303E-02;1,78994E-02;2,09265E-02;1,74986E-04;-6,97123E-07;2,26415E-05;7,13666E-05
908;6,14656E-02;3,02248E-02;4,15502E-02;4,65533E-02;3,03805E-02;1,32793E-02;1,81296E-02;2,15841E-02;1,30818E-04;-2,83349E-05;4,69326E-05;-3,69771E-06
909;6,26029E-02;3,13376E-02;4,25878E-02;4,91566E-02;3,19877E-02;1,34750E-02;1,87559E-02;2,22096E-02;4,41021E-05;1,83323E-05;9,13873E-05;-8,00250E-05
910;6,42983E-02;3,19884E-02;4,37042E-02;4,93995E-02;3,31725E-02;1,36757E-02;1,88720E-02;2,24970E-02;1,55570E-04;3,60530E-06;-5,57242E-06;-2,24260E-05
911;6,32807E-02;3,17883E-02;4,44819E-02;5,02477E-02;3,28160E-02;1,36848E-02;1,88955E-02;2,21721E-02;-4,60436E-05;-1,23888E-05;-8,55697E-05;-1,78508E-05
912;6,44330E-02;3,21801E-02;4,38333E-02;5,09307E-02;3,33887E-02;1,35325E-02;1,84470E-02;2,19550E-02;-5,22758E-05;2,70881E-06;4,59877E-05;9,35345E-05
913;6,25539E-02;3,19781E-02;4,41836E-02;5,06478E-02;3,21182E-02;1,31613E-02;1,80236E-02;2,12996E-02;-5,93262E-05;-2,74497E-05;-1,91278E-06;2,81078E-05
914;6,09559E-02;3,08214E-02;4,34945E-02;5,01451E-02;3,20616E-02;1,28622E-02;1,74029E-02;2,05410E-02;-1,60180E-04;-1,86049E-06;1,31203E-05;9,92731E-06
915;5,84847E-02;3,03355E-02;4,24425E-02;4,94906E-02;3,07094E-02;1,23337E-02;1,67938E-02;1,96954E-02;4,62808E-05;2,71430E-07;3,07396E-05;-3,35566E-05
916;5,69531E-02;2,91233E-02;4,13593E-02;4,79561E-02;3,03111E-02;1,17842E-02;1,60471E-02;1,89499E-02;1,13413E-04;-2,28745E-06;9,07441E-06;1,24441E-05
917;5,55605E-02;2,84556E-02;4,05809E-02;4,76290E-02;2,92602E-02;1,12590E-02;1,54159E-02;1,81299E-02;4,58913E-05;-1,26315E-05;-1,68724E-05;-6,27485E-05
918;5,43720E-02;2,74462E-02;3,87549E-02;4,48133E-02;2,71038E-02;1,08277E-02;1,45248E-02;1,74274E-02;1,13113E-04;1,20576E-05;5,63364E-06;-5,58960E-05
919;5,16290E-02;2,62400E-02;3,80734E-02;4,44503E-02;2,65815E-02;1,04854E-02;1,39968E-02;1,66174E-02;8,53357E-05;3,66289E-06;-2,54004E-05;1,52641E-05
920;4,96799E-02;2,54169E-02;3,62141E-02;4,16529E-02;2,62035E-02;1,00645E-02;1,35870E-02;1,62426E-02;-5,80236E-05;5,50845E-06;4,30551E-05;-2,78730E-05
921;4,80270E-02;2,41693E-02;3,48171E-02;4,04181E-02;2,45304E-02;9,76172E-03;1,31653E-02;1,57398E-02;9,44912E-05;2,97772E-05;3,68238E-05;8,62362E-05
922;4,81182E-02;2,38490E-02;3,44542E-02;3,94573E-02;2,40993E-02;9,50702E-03;1,30196E-02;1,55525E-02;-9,74188E-05;-1,66835E-05;5,68217E-05;1,05023E-04
923;4,61104E-02;2,34079E-02;3,26042E-02;3,77853E-02;2,36948E-02;9,35947E-03;1,27295E-02;1,48916E-02;5,20575E-05;9,74472E-06;6,88999E-05;1,82755E-05
924;4,60617E-02;2,32163E-02;3,28571E-02;3,74126E-02;2,23611E-02;9,22968E-03;1,26398E-02;1,48748E-02;1,20481E-04;2,26411E-05;2,86933E-06;2,18923E-05
925;4,48533E-02;2,26226E-02;3,14253E-02;3,65999E-02;2,20667E-02;9,30988E-03;1,24733E-02;1,44663E-02;-1,57490E-04;-2,53223E-05;-4,48322E-05;-8,30855E-05
926;4,56584E-02;2,30443E-02;3,20290E-02;3,69351E-02;2,24224E-02;9,26880E-03;1,30041E-02;1,49361E-02;1,03134E-04;-1,68112E-05;-2,29544E-05;1,28437E-04
927;4,62614E-02;2,32821E-02;3,15427E-02;3,59197E-02;2,29235E-02;9,49442E-03;1,30270E-02;1,48687E-02;2,30146E-04;-2,36726E-05;2,80501E-05;2,29758E-05
928;4,66078E-02;2,35687E-02;3,20568E-02;3,61823E-02;2,30460E-02;9,76294E-03;1,31823E-02;1,52646E-02;7,48783E-05;-1,79730E-05;2,29183E-06;-2,91253E-05
929;4,68573E-02;2,35475E-02;3,28322E-02;3,68675E-02;2,29720E-02;9,71780E-03;1,36819E-02;1,58245E-02;-1,82612E-04;9,69124E-06;3,23398E-05;-2,81664E-05
930;4,82674E-02;2,45294E-02;3,27411E-02;3,73262E-02;2,36272E-02;9,99883E-03;1,40646E-02;1,61366E-02;1,49643E-04;-2,30198E-05;1,75174E-05;7,50790E-05
931;4,93885E-02;2,45620E-02;3,35110E-02;3,75234E-02;2,37688E-02;1,03844E-02;1,42084E-02;1,66122E-02;-2,52172E-05;-1,68027E-05;3,30983E-05;-1,72842E-05
932;4,97442E-02;2,53003E-02;3,45828E-02;3,86088E-02;2,45571E-02;1,06768E-02;1,46486E-02;1,70110E-02;-7,98263E-06;-1,83752E-05;-7,74601E-07;5,18528E-05
933;5,13688E-02;2,57446E-02;3,47383E-02;3,92152E-02;2,44455E-02;1,09718E-02;1,50383E-02;1,79425E-02;1,63546E-04;4,59360E-05;4,24140E-05;1,07919E-04
934;5,35621E-02;2,66842E-02;3,56944E-02;3,99696E-02;2,62271E-02;1,13549E-02;1,57423E-02;1,82925E-02;-1,88710E-04;6,77719E-06;-1,87831E-05;-5,24627E-05
935;5,55518E-02;2,75519E-02;3,73555E-02;4,09139E-02;2,68866E-02;1,17475E-02;1,62056E-02;1,88983E-02;7,05451E-05;-1,44272E-05;1,81566E-05;1,14312E-05
936;5,56079E-02;2,84927E-02;3,79211E-02;4,33802E-02;2,86831E-02;1,23055E-02;1,68751E-02;1,97313E-02;2,98823E-04;-2,43629E-05;1,11340E-04;-7,32100E-05
937;5,74693E-02;2,96014E-02;3,89767E-02;4,24781E-02;2,83732E-02;1,25642E-02;1,72443E-02;2,00101E-02;-5,21512E-05;-1,50597E-05;-2,15402E-05;1,15107E-04
938;5,90784E-02;3,03109E-02;4,01677E-02;4,49068E-02;2,95301E-02;1,30617E-02;1,80528E-02;2,09612E-02;-2,12104E-05;2,30360E-05;-2,51859E-05;5,11247E-05
939;6,11154E-02;3,05395E-02;4,11426E-02;4,51395E-02;3,08446E-02;1,32983E-02;1,83744E-02;2,14901E-02;1,63561E-04;3,29459E-06;-7,25606E-05;-1,56537E-05
940;6,29249E-02;3,15611E-02;4,16078E-02;4,61840E-02;3,13092E-02;1,39650E-02;1,86648E-02;2,20584E-02;1,25964E-04;4,45767E-06;2,38047E-05;-7,80554E-05
941;6,33111E-02;3,19538E-02;4,28675E-02;4,80001E-02;3,18428E-02;1,40187E-02;1,90700E-02;2,26424E-02;-2,74742E-05;-2,97594E-05;1,99946E-05;-3,33539E-05
942;6,55325E-02;3,27126E-02;4,38799E-02;4,86907E-02;3,27259E-02;1,41892E-02;1,96551E-02;2,28283E-02;3,60414E-05;-1,71878E-05;4,06607E-05;6,02191E-05
943;6,41923E-02;3,30401E-02;4,39379E-02;4,91121E-02;3,20649E-02;1,45953E-02;1,96447E-02;2,28987E-02;-1,68799E-05;-2,23140E-05;-5,37942E-06;-2,19189E-05
944;6,51474E-02;3,27234E-02;4,45220E-02;4,99667E-02;3,38159E-02;1,42783E-02;1,96707E-02;2,30117E-02;8,94470E-06;-6,63472E-05;-2,71336E-05;-2,80545E-05
