;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Name;D65_white;D65_blue;D65_vert;D65_jaune;D50_white;D50_blue;D50_vert;D50_jaune;L1_white;L1_blue;L1_vert;L1_yellow
Correction;UV;UV;UV;UV;UV;UV;UV;UV;UV;UV;UV;UV
Date;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025
806;3,15221E-02;1,28970E-02;8,01367E-03;1,90447E-02;2,85253E-02;1,31816E-02;8,64592E-03;2,02048E-02;2,83171E-05;1,13563E-05;7,31092E-06;1,77280E-05
807;2,80645E-02;1,15773E-02;7,23808E-03;1,72330E-02;2,55335E-02;1,20074E-02;7,86139E-03;1,81992E-02;8,62471E-05;6,05647E-06;1,57810E-05;2,89076E-05
808;2,48674E-02;1,02282E-02;6,44627E-03;1,51856E-02;2,27638E-02;1,06288E-02;7,04279E-03;1,62442E-02;8,25413E-05;-5,22457E-07;6,05755E-06;6,71745E-05
809;2,16851E-02;8,96329E-03;5,70209E-03;1,33809E-02;1,98837E-02;9,33220E-03;6,17780E-03;1,42074E-02;-2,55101E-05;6,34594E-06;-4,90998E-06;7,08584E-05
810;1,89998E-02;7,81186E-03;4,97342E-03;1,17258E-02;1,74817E-02;8,20494E-03;5,48319E-03;1,24893E-02;5,70438E-05;-5,85670E-06;-5,85790E-06;4,87802E-05
811;1,65858E-02;6,82700E-03;4,41347E-03;1,02237E-02;1,53121E-02;7,17218E-03;4,80137E-03;1,09753E-02;5,50960E-05;1,58388E-05;5,49672E-06;7,92331E-06
812;1,45772E-02;6,02899E-03;3,89532E-03;9,03633E-03;1,33714E-02;6,33353E-03;4,26137E-03;9,74266E-03;4,12230E-05;1,21541E-06;1,15232E-06;1,02946E-05
813;1,28641E-02;5,33066E-03;3,49858E-03;7,88848E-03;1,19132E-02;5,55065E-03;3,78750E-03;8,54401E-03;4,83656E-05;4,04055E-06;7,98159E-06;2,18182E-05
814;1,13990E-02;4,69577E-03;3,10501E-03;7,12610E-03;1,04407E-02;4,95194E-03;3,38128E-03;7,52017E-03;2,68505E-05;1,35982E-05;-2,47694E-06;3,66787E-05
815;1,02291E-02;4,18309E-03;2,80543E-03;6,26488E-03;9,33220E-03;4,38651E-03;3,05336E-03;6,73892E-03;5,28716E-07;6,92644E-06;8,87216E-06;8,20346E-05
816;9,40952E-03;3,82051E-03;2,57132E-03;5,72548E-03;8,55323E-03;3,95884E-03;2,80905E-03;6,11481E-03;3,62897E-05;-9,94148E-07;-1,39115E-06;-2,57864E-05
817;8,50072E-03;3,52039E-03;2,36979E-03;5,32239E-03;7,89474E-03;3,64663E-03;2,56694E-03;5,60958E-03;2,86559E-05;1,79416E-06;-6,30381E-06;2,19130E-05
818;7,98355E-03;3,26555E-03;2,23207E-03;4,94238E-03;7,25136E-03;3,35856E-03;2,39987E-03;5,23418E-03;1,09659E-04;2,87210E-06;-9,92530E-07;-5,22981E-06
819;7,58298E-03;3,07806E-03;2,13130E-03;4,68306E-03;6,81532E-03;3,17281E-03;2,31462E-03;4,91286E-03;4,11380E-05;3,33575E-06;5,91448E-06;7,13198E-05
820;7,19184E-03;2,91900E-03;2,02581E-03;4,44731E-03;6,53948E-03;2,96708E-03;2,19626E-03;4,70614E-03;-5,58901E-05;3,02955E-06;1,98384E-06;-3,31175E-05
821;6,92188E-03;2,85285E-03;1,98542E-03;4,28345E-03;6,41805E-03;2,85266E-03;2,08284E-03;4,50351E-03;3,99551E-05;7,07369E-06;1,17920E-05;5,96605E-05
822;6,68013E-03;2,71104E-03;1,90947E-03;4,17334E-03;6,00148E-03;2,76378E-03;2,06362E-03;4,34402E-03;6,36255E-07;1,26467E-05;7,19402E-06;-2,61855E-05
823;6,67578E-03;2,66045E-03;1,91035E-03;3,99855E-03;5,96216E-03;2,70441E-03;2,00780E-03;4,20786E-03;1,02723E-04;4,78637E-06;1,70247E-05;3,35341E-05
824;6,42623E-03;2,60959E-03;1,88202E-03;3,98525E-03;5,79751E-03;2,63827E-03;1,99820E-03;4,13461E-03;-2,05332E-05;2,79987E-05;1,58319E-05;4,63716E-05
825;6,54589E-03;2,57685E-03;1,89300E-03;4,00687E-03;5,74594E-03;2,63868E-03;2,00206E-03;4,16361E-03;5,58940E-05;6,27525E-07;1,04011E-05;5,44286E-05
826;6,51139E-03;2,64635E-03;1,91773E-03;3,95252E-03;5,78984E-03;2,63630E-03;1,99243E-03;4,12799E-03;3,05574E-05;1,73409E-05;7,89275E-07;6,57636E-05
827;6,68016E-03;2,63209E-03;1,94362E-03;4,08745E-03;5,83860E-03;2,65639E-03;2,04239E-03;4,16761E-03;1,04217E-04;-9,56276E-06;9,45567E-06;-4,48026E-06
828;6,68680E-03;2,67102E-03;2,00405E-03;4,08870E-03;5,96530E-03;2,69365E-03;2,09153E-03;4,20224E-03;-5,15739E-05;5,57237E-06;-9,27043E-06;-8,16351E-06
829;6,86745E-03;2,76876E-03;2,02493E-03;4,18617E-03;6,06931E-03;2,74717E-03;2,15663E-03;4,36634E-03;1,48394E-05;-1,45209E-05;-5,00841E-07;1,84667E-06
830;7,07401E-03;2,78546E-03;2,07270E-03;4,31798E-03;6,20923E-03;2,78732E-03;2,20732E-03;4,45848E-03;3,27186E-05;9,60304E-06;7,51164E-06;4,38171E-05
831;7,30866E-03;2,91471E-03;2,17007E-03;4,44505E-03;6,40248E-03;2,90982E-03;2,27246E-03;4,58820E-03;3,15559E-05;-1,31279E-06;-3,52468E-06;-1,56909E-06
832;7,54134E-03;3,06757E-03;2,26907E-03;4,65597E-03;6,69829E-03;2,98502E-03;2,37244E-03;4,79093E-03;5,58434E-05;-7,72998E-06;1,02366E-05;-4,90790E-06
833;8,03210E-03;3,17346E-03;2,40675E-03;4,82781E-03;6,99876E-03;3,15289E-03;2,48051E-03;4,98178E-03;9,33141E-05;2,02335E-05;8,71744E-06;6,07057E-05
834;8,29556E-03;3,36728E-03;2,52980E-03;5,11791E-03;7,42104E-03;3,29757E-03;2,63612E-03;5,22467E-03;9,63541E-05;-9,19928E-06;-1,02652E-05;7,95184E-06
835;8,84572E-03;3,57261E-03;2,68651E-03;5,39823E-03;7,69606E-03;3,46763E-03;2,82590E-03;5,45682E-03;-1,85936E-05;1,00705E-06;5,10839E-06;-1,26781E-05
836;9,53045E-03;3,78179E-03;2,83461E-03;5,73931E-03;8,14382E-03;3,68310E-03;2,94893E-03;5,83391E-03;-1,19902E-05;4,56450E-06;-4,14433E-07;-2,64819E-05
837;9,78383E-03;4,01041E-03;3,03157E-03;6,06870E-03;8,60858E-03;3,91731E-03;3,15909E-03;6,18819E-03;3,58788E-05;-6,54606E-06;1,27231E-05;3,51984E-05
838;1,06054E-02;4,24956E-03;3,20824E-03;6,43454E-03;9,10393E-03;4,14598E-03;3,33048E-03;6,46267E-03;8,13735E-05;1,66347E-05;-9,86834E-08;-1,69230E-06
839;1,12281E-02;4,48700E-03;3,41231E-03;6,74822E-03;9,66651E-03;4,37311E-03;3,53788E-03;6,91083E-03;-1,70720E-05;1,39652E-06;-9,83515E-06;-5,37928E-07
840;1,18733E-02;4,73542E-03;3,62155E-03;7,23150E-03;1,01908E-02;4,64027E-03;3,75557E-03;7,34193E-03;9,33289E-05;-4,68951E-06;1,36046E-05;4,19686E-05
841;1,26026E-02;5,07181E-03;3,89147E-03;7,69442E-03;1,10224E-02;4,92703E-03;4,00124E-03;7,77788E-03;-7,18610E-05;-5,90978E-06;-4,52267E-06;-5,33664E-06
842;1,32847E-02;5,38398E-03;4,13948E-03;8,16622E-03;1,16421E-02;5,26884E-03;4,30139E-03;8,25993E-03;3,22504E-05;1,09140E-05;-2,43779E-06;-1,13195E-05
843;1,42627E-02;5,75835E-03;4,41904E-03;8,69574E-03;1,21744E-02;5,60750E-03;4,55033E-03;8,74568E-03;3,13153E-06;5,19976E-06;3,04733E-07;3,88896E-05
844;1,49436E-02;6,11609E-03;4,64514E-03;9,10350E-03;1,29873E-02;5,93860E-03;4,81715E-03;9,37592E-03;3,00014E-06;6,00375E-06;2,45552E-07;-1,63421E-05
845;1,57566E-02;6,43965E-03;4,92707E-03;9,58247E-03;1,37224E-02;6,27158E-03;5,11463E-03;9,78126E-03;8,42327E-05;1,99039E-05;1,46420E-06;-2,81157E-05
846;1,67410E-02;6,74813E-03;5,20614E-03;1,00314E-02;1,43554E-02;6,58269E-03;5,38527E-03;1,04041E-02;1,22939E-04;4,54729E-06;1,56965E-05;1,01611E-04
847;1,74336E-02;7,07352E-03;5,44816E-03;1,06348E-02;1,51634E-02;6,92524E-03;5,63943E-03;1,08918E-02;4,82999E-05;-6,26877E-06;1,63378E-05;4,34767E-05
848;1,82644E-02;7,42491E-03;5,65878E-03;1,11017E-02;1,57034E-02;7,25496E-03;5,91006E-03;1,13133E-02;-6,04329E-06;-1,50540E-06;8,08876E-06;2,03119E-05
849;1,89562E-02;7,72824E-03;5,99204E-03;1,15672E-02;1,64839E-02;7,59813E-03;6,19881E-03;1,18530E-02;4,53176E-05;-2,07210E-05;1,12356E-05;6,11251E-05
850;1,95958E-02;8,00097E-03;6,17977E-03;1,21459E-02;1,72194E-02;7,82689E-03;6,47070E-03;1,23449E-02;3,68630E-05;6,97228E-06;1,55658E-05;-1,59888E-07
851;1,99307E-02;8,16304E-03;6,33928E-03;1,22621E-02;1,75179E-02;8,06636E-03;6,63068E-03;1,25622E-02;3,14538E-05;1,80322E-05;8,54619E-06;4,52038E-05
852;1,99117E-02;8,17072E-03;6,32303E-03;1,23331E-02;1,76489E-02;8,10482E-03;6,66587E-03;1,27007E-02;4,71375E-05;-1,60325E-06;2,52063E-05;2,90046E-05
853;1,96218E-02;8,07188E-03;6,35601E-03;1,21915E-02;1,76005E-02;8,12801E-03;6,64395E-03;1,26466E-02;9,98191E-05;1,01686E-05;8,62281E-06;3,03408E-05
854;1,90890E-02;7,87904E-03;6,17506E-03;1,18896E-02;1,70375E-02;7,97373E-03;6,54470E-03;1,24261E-02;-1,84129E-05;-4,65462E-06;-6,83361E-06;-2,37050E-05
855;1,82811E-02;7,60534E-03;5,95520E-03;1,14374E-02;1,67043E-02;7,71528E-03;6,35228E-03;1,21230E-02;8,26582E-06;2,18632E-06;1,00156E-05;1,14360E-04
856;1,72439E-02;7,16708E-03;5,65251E-03;1,09241E-02;1,57412E-02;7,32970E-03;6,05026E-03;1,15525E-02;9,14535E-05;7,37218E-06;1,09621E-05;3,92899E-05
857;1,60355E-02;6,70916E-03;5,36934E-03;1,01974E-02;1,48692E-02;6,96017E-03;5,75791E-03;1,08512E-02;1,11379E-04;-4,87193E-06;-6,86785E-06;5,54997E-05
858;1,49511E-02;6,17276E-03;4,96386E-03;9,43658E-03;1,38612E-02;6,45584E-03;5,36180E-03;1,01768E-02;-5,09460E-05;3,88085E-06;8,66179E-07;3,22026E-06
859;1,33580E-02;5,61229E-03;4,51477E-03;8,52486E-03;1,25177E-02;5,87084E-03;4,93772E-03;9,15079E-03;7,62266E-05;5,22050E-06;5,03109E-06;-1,79497E-06
860;1,21589E-02;5,10014E-03;4,06832E-03;7,77056E-03;1,14146E-02;5,38850E-03;4,47774E-03;8,35339E-03;-1,67314E-05;5,03521E-06;1,56377E-05;2,25444E-05
861;1,08661E-02;4,55656E-03;3,65881E-03;6,96433E-03;1,02664E-02;4,83778E-03;3,98647E-03;7,59549E-03;1,08051E-04;2,15410E-06;-6,65762E-06;1,85257E-05
862;9,96030E-03;4,13923E-03;3,36379E-03;6,35087E-03;9,36146E-03;4,34914E-03;3,66979E-03;6,82974E-03;-1,01759E-05;-3,38930E-06;1,19392E-05;-1,76661E-05
863;9,06245E-03;3,75124E-03;3,06569E-03;5,87123E-03;8,50833E-03;3,99721E-03;3,36072E-03;6,17438E-03;4,57888E-06;5,65961E-06;-9,32052E-07;-2,42130E-05
864;8,37938E-03;3,49973E-03;2,84836E-03;5,39791E-03;7,94861E-03;3,67459E-03;3,12502E-03;5,79873E-03;2,64190E-05;-3,33797E-06;5,61582E-06;-7,63463E-06
865;7,81099E-03;3,25813E-03;2,67364E-03;5,03186E-03;7,32309E-03;3,39500E-03;2,88798E-03;5,35215E-03;7,60275E-05;4,07252E-06;5,12178E-07;8,89268E-05
866;7,47871E-03;3,06270E-03;2,52805E-03;4,75845E-03;6,92232E-03;3,17305E-03;2,75246E-03;5,02381E-03;2,38334E-05;1,18527E-05;2,24284E-07;4,37862E-05
867;7,12051E-03;2,92267E-03;2,44061E-03;4,55556E-03;6,56152E-03;2,98367E-03;2,57490E-03;4,75718E-03;-2,38999E-05;2,33168E-05;3,39138E-06;-5,29618E-05
868;6,97444E-03;2,80401E-03;2,36424E-03;4,35742E-03;6,24825E-03;2,86548E-03;2,52516E-03;4,53873E-03;-2,98838E-05;3,34475E-05;-1,43601E-05;2,74554E-06
869;6,72841E-03;2,71141E-03;2,29012E-03;4,23935E-03;6,15172E-03;2,79126E-03;2,44737E-03;4,44362E-03;5,19144E-05;1,95568E-05;-8,93196E-06;6,19746E-05
870;6,53679E-03;2,67653E-03;2,25803E-03;4,20262E-03;5,96423E-03;2,71867E-03;2,39171E-03;4,38913E-03;1,17787E-05;-2,38112E-05;3,51057E-06;1,12269E-04
871;6,61139E-03;2,64646E-03;2,25920E-03;4,17804E-03;5,91026E-03;2,67767E-03;2,39789E-03;4,34348E-03;3,17175E-05;2,35235E-05;8,65476E-06;3,47294E-05
872;6,58772E-03;2,64100E-03;2,26083E-03;4,15578E-03;6,08031E-03;2,70785E-03;2,44985E-03;4,40246E-03;7,32779E-05;-1,04542E-05;-2,61064E-06;-9,85232E-06
873;6,66722E-03;2,68070E-03;2,32078E-03;4,25188E-03;6,04607E-03;2,70983E-03;2,39740E-03;4,39222E-03;-8,99038E-05;-2,34148E-06;-8,62787E-06;-3,57495E-05
874;6,93925E-03;2,73076E-03;2,32871E-03;4,27226E-03;6,20509E-03;2,74337E-03;2,46087E-03;4,44463E-03;6,79423E-05;-5,51235E-06;2,93813E-05;1,18328E-04
875;6,87299E-03;2,80293E-03;2,41487E-03;4,40694E-03;6,21998E-03;2,82237E-03;2,49526E-03;4,57145E-03;1,70978E-05;1,48638E-05;5,67261E-06;-6,91084E-05
876;7,00553E-03;2,83112E-03;2,44513E-03;4,42453E-03;6,22901E-03;2,83395E-03;2,57238E-03;4,59071E-03;7,60678E-05;2,13113E-05;1,18869E-05;-6,55406E-06
877;7,22121E-03;2,86487E-03;2,47972E-03;4,54151E-03;6,41871E-03;2,91024E-03;2,58771E-03;4,68626E-03;4,26690E-05;6,91099E-07;-1,08114E-05;-7,13139E-05
878;7,33491E-03;2,90278E-03;2,54804E-03;4,65424E-03;6,61928E-03;2,96756E-03;2,66344E-03;4,84955E-03;3,93098E-05;7,75161E-06;1,24532E-05;9,31284E-05
879;7,54882E-03;2,98274E-03;2,59176E-03;4,64522E-03;6,74444E-03;3,01531E-03;2,71139E-03;4,96884E-03;6,42429E-05;-6,02639E-06;1,40357E-05;9,36881E-06
880;7,75187E-03;3,07276E-03;2,69112E-03;4,83036E-03;6,92901E-03;3,07775E-03;2,81901E-03;5,02369E-03;1,14371E-04;2,10750E-05;1,20947E-05;-4,91983E-05
881;7,92182E-03;3,21405E-03;2,79622E-03;5,03531E-03;7,21276E-03;3,18708E-03;2,90212E-03;5,14349E-03;5,51943E-05;-1,56846E-05;-8,69449E-06;3,31803E-05
882;8,07218E-03;3,28293E-03;2,84008E-03;5,22561E-03;7,36052E-03;3,32499E-03;2,94057E-03;5,36517E-03;4,74762E-05;1,03000E-05;8,24594E-06;-1,61366E-05
883;8,60466E-03;3,39963E-03;2,94252E-03;5,33825E-03;7,60696E-03;3,39884E-03;3,08466E-03;5,43079E-03;1,84284E-05;-3,86284E-06;4,63747E-06;4,59264E-05
884;8,70086E-03;3,51459E-03;3,04836E-03;5,41011E-03;7,78634E-03;3,48237E-03;3,20457E-03;5,71557E-03;-5,85606E-07;6,50170E-06;-5,23401E-06;7,13378E-05
885;9,06024E-03;3,66986E-03;3,17697E-03;5,71238E-03;8,05920E-03;3,64265E-03;3,27383E-03;5,92421E-03;3,70646E-05;3,04615E-05;1,09202E-05;7,10376E-05
886;9,32577E-03;3,74829E-03;3,26050E-03;5,93642E-03;8,35160E-03;3,72724E-03;3,41157E-03;6,04567E-03;8,07923E-06;1,15084E-06;3,37163E-06;1,10239E-05
887;9,85130E-03;3,93957E-03;3,39630E-03;6,04932E-03;8,79275E-03;3,92006E-03;3,51614E-03;6,24901E-03;8,77640E-05;3,18109E-06;3,95254E-06;7,52584E-05
888;1,01067E-02;4,09584E-03;3,57166E-03;6,40306E-03;9,14910E-03;4,05166E-03;3,70346E-03;6,53550E-03;1,02474E-04;-1,41235E-05;-5,92310E-06;8,54860E-05
889;1,05598E-02;4,28546E-03;3,68999E-03;6,74823E-03;9,32623E-03;4,24818E-03;3,85917E-03;6,81551E-03;2,15768E-04;1,02081E-05;1,27630E-05;1,88295E-05
890;1,12436E-02;4,48971E-03;3,89621E-03;7,00941E-03;9,92319E-03;4,43775E-03;4,03498E-03;7,14032E-03;-2,89237E-05;4,62823E-06;-5,38844E-06;-3,74117E-05
891;1,16967E-02;4,74578E-03;4,06884E-03;7,39585E-03;1,04634E-02;4,69372E-03;4,21500E-03;7,51572E-03;1,54637E-04;2,45165E-06;2,37398E-05;1,18345E-04
892;1,23885E-02;4,98301E-03;4,31972E-03;7,75984E-03;1,08193E-02;4,89664E-03;4,45093E-03;7,87637E-03;-3,83511E-05;7,05748E-06;1,31388E-07;4,69027E-05
893;1,27829E-02;5,18347E-03;4,49561E-03;8,05477E-03;1,14656E-02;5,18647E-03;4,68552E-03;8,27735E-03;7,01064E-05;-9,66232E-06;2,98471E-05;1,63908E-05
894;1,34312E-02;5,49987E-03;4,75758E-03;8,52640E-03;1,20924E-02;5,40331E-03;4,93197E-03;8,79693E-03;9,32478E-06;1,22448E-05;2,78509E-06;5,53002E-05
895;1,42709E-02;5,76247E-03;5,00949E-03;8,97117E-03;1,25897E-02;5,74123E-03;5,19624E-03;9,14384E-03;8,34368E-05;-1,96787E-07;3,92474E-07;9,61670E-05
896;1,51508E-02;6,06266E-03;5,24948E-03;9,49366E-03;1,32959E-02;6,04678E-03;5,45141E-03;9,64925E-03;6,11814E-05;1,41914E-05;1,79128E-06;2,30691E-05
897;1,61434E-02;6,50411E-03;5,54295E-03;9,93418E-03;1,40031E-02;6,35537E-03;5,77510E-03;1,01813E-02;7,23268E-07;-1,46716E-05;2,34976E-05;9,80297E-05
898;1,67510E-02;6,86552E-03;5,85267E-03;1,05737E-02;1,49583E-02;6,68061E-03;6,08316E-03;1,07765E-02;6,72060E-05;-1,14360E-05;7,50703E-06;-4,14213E-05
899;1,76482E-02;7,26462E-03;6,19635E-03;1,12743E-02;1,56905E-02;7,12138E-03;6,47931E-03;1,14342E-02;5,28578E-05;2,93943E-06;2,25003E-05;4,88847E-08
900;1,89913E-02;7,74157E-03;6,66916E-03;1,18201E-02;1,64880E-02;7,57159E-03;6,83175E-03;1,19990E-02;1,23935E-04;-7,35900E-06;-1,86992E-05;2,30138E-05
901;1,98550E-02;8,19361E-03;6,97394E-03;1,25369E-02;1,76793E-02;8,02773E-03;7,20283E-03;1,27212E-02;1,04424E-04;-1,03963E-05;1,08497E-05;-4,39411E-05
902;2,08013E-02;8,50549E-03;7,34995E-03;1,32076E-02;1,84654E-02;8,40567E-03;7,59790E-03;1,33251E-02;1,10095E-04;8,53540E-06;8,42710E-06;3,66979E-05
903;2,20597E-02;8,98478E-03;7,71064E-03;1,37940E-02;1,94475E-02;8,80109E-03;8,00127E-03;1,40942E-02;-3,43716E-06;-1,17865E-05;-5,14247E-06;9,44733E-06
904;2,29370E-02;9,36962E-03;8,02997E-03;1,43712E-02;2,03207E-02;9,29832E-03;8,31716E-03;1,46775E-02;-7,22543E-05;4,27730E-06;-1,45350E-05;-9,74922E-06
905;2,37238E-02;9,72869E-03;8,35432E-03;1,48261E-02;2,08868E-02;9,62349E-03;8,64053E-03;1,50919E-02;6,04275E-05;2,15633E-05;-1,61694E-05;-3,36643E-05
906;2,40299E-02;9,99180E-03;8,54910E-03;1,53845E-02;2,17993E-02;9,89743E-03;8,93827E-03;1,57811E-02;8,67737E-05;2,24897E-05;1,36231E-05;3,69115E-06
907;2,44177E-02;1,00666E-02;8,63539E-03;1,54664E-02;2,19467E-02;1,00546E-02;9,06607E-03;1,60518E-02;6,44282E-05;3,08628E-06;1,24800E-05;1,98246E-05
908;2,43804E-02;1,00786E-02;8,66964E-03;1,56132E-02;2,22309E-02;1,02058E-02;9,08093E-03;1,60597E-02;1,54802E-04;7,61981E-06;-4,58808E-07;-6,18556E-05
909;2,40913E-02;1,00527E-02;8,56767E-03;1,54560E-02;2,20091E-02;1,01300E-02;9,15460E-03;1,61043E-02;-8,62619E-05;1,84022E-05;-5,48795E-07;6,25592E-06
910;2,36351E-02;9,78033E-03;8,42386E-03;1,51787E-02;2,17299E-02;1,00728E-02;9,00514E-03;1,58400E-02;3,04024E-05;1,19779E-05;-1,16217E-06;1,41118E-05
911;2,27598E-02;9,45616E-03;8,15795E-03;1,46894E-02;2,11199E-02;9,77292E-03;8,80267E-03;1,53627E-02;4,51952E-05;8,96099E-06;2,97984E-05;2,07742E-05
912;2,17495E-02;9,09542E-03;7,76958E-03;1,39953E-02;2,04971E-02;9,37670E-03;8,41383E-03;1,48649E-02;1,55437E-04;2,00853E-05;1,11009E-05;9,22336E-05
913;2,05978E-02;8,62452E-03;7,45345E-03;1,34950E-02;1,93882E-02;8,96258E-03;8,05602E-03;1,42120E-02;3,43829E-05;-1,38226E-05;1,77604E-05;7,03968E-05
914;1,98611E-02;8,16836E-03;7,10216E-03;1,27586E-02;1,84267E-02;8,50057E-03;7,69595E-03;1,34711E-02;7,04613E-05;-4,18387E-06;1,07064E-05;9,58223E-06
915;1,85346E-02;7,72666E-03;6,74857E-03;1,22102E-02;1,75518E-02;8,08327E-03;7,29735E-03;1,28415E-02;1,31874E-04;6,91260E-06;2,44178E-05;-5,25678E-05
916;1,80337E-02;7,40139E-03;6,48607E-03;1,16725E-02;1,65871E-02;7,61815E-03;6,99446E-03;1,22252E-02;6,08161E-05;-1,02216E-05;1,59427E-05;1,69806E-04
917;1,73569E-02;7,12716E-03;6,29332E-03;1,11743E-02;1,61023E-02;7,43740E-03;6,72700E-03;1,18259E-02;1,36824E-04;-5,93717E-06;6,85851E-06;1,87127E-05
918;1,67861E-02;6,90285E-03;6,11505E-03;1,08777E-02;1,55221E-02;7,17154E-03;6,45988E-03;1,14582E-02;-3,50496E-05;9,60256E-06;2,87555E-05;2,54407E-05
919;1,65941E-02;6,74125E-03;5,91471E-03;1,06149E-02;1,53152E-02;6,90809E-03;6,34522E-03;1,10925E-02;1,40982E-04;-6,99007E-06;-2,68928E-05;5,71167E-05
920;1,63210E-02;6,59680E-03;5,84848E-03;1,04653E-02;1,49098E-02;6,79944E-03;6,15682E-03;1,09778E-02;5,17888E-05;1,45646E-05;-5,80730E-06;-8,67755E-06
921;1,60662E-02;6,61467E-03;5,74138E-03;1,03183E-02;1,48531E-02;6,62595E-03;6,08330E-03;1,07707E-02;8,88206E-05;7,14065E-06;1,52438E-05;-5,96864E-05
922;1,60388E-02;6,56675E-03;5,76930E-03;1,03688E-02;1,47810E-02;6,62943E-03;6,13747E-03;1,07682E-02;1,18410E-05;-5,54227E-06;1,91560E-05;-1,19472E-05
923;1,64079E-02;6,61072E-03;5,83836E-03;1,03125E-02;1,45258E-02;6,61250E-03;6,04837E-03;1,07921E-02;1,08551E-04;1,29081E-05;-1,15326E-05;6,84873E-05
924;1,67664E-02;6,71120E-03;5,86641E-03;1,04707E-02;1,49721E-02;6,71151E-03;6,22686E-03;1,08843E-02;8,17700E-05;-1,34116E-05;-3,93699E-06;1,60062E-05
925;1,68371E-02;6,75168E-03;6,01186E-03;1,06932E-02;1,50869E-02;6,73905E-03;6,25988E-03;1,09078E-02;3,43885E-05;1,23287E-05;1,35449E-05;9,59292E-05
926;1,72809E-02;6,92789E-03;6,08638E-03;1,09120E-02;1,55087E-02;6,99007E-03;6,37826E-03;1,12242E-02;6,47425E-05;-9,29236E-06;-2,37764E-05;-9,29114E-05
927;1,76109E-02;7,12819E-03;6,29520E-03;1,12445E-02;1,58145E-02;7,09920E-03;6,58545E-03;1,14968E-02;1,08328E-04;-1,10469E-05;-8,86603E-06;-3,34829E-05
928;1,84176E-02;7,35797E-03;6,49761E-03;1,15735E-02;1,62670E-02;7,28028E-03;6,76768E-03;1,17479E-02;6,19775E-05;-1,72683E-05;-6,83585E-06;1,04491E-05
929;1,88911E-02;7,54833E-03;6,73138E-03;1,18744E-02;1,66667E-02;7,53053E-03;7,05572E-03;1,22355E-02;1,82076E-04;1,41819E-05;2,90503E-06;1,03924E-04
930;1,97229E-02;7,84378E-03;6,97600E-03;1,22759E-02;1,75049E-02;7,68031E-03;7,23191E-03;1,25350E-02;-5,38784E-05;-1,09212E-05;-2,69676E-05;-8,44449E-05
931;2,03844E-02;8,13458E-03;7,22622E-03;1,28481E-02;1,81405E-02;8,01407E-03;7,53618E-03;1,30394E-02;6,57726E-05;1,04513E-05;3,77099E-05;-8,16804E-05
932;2,10703E-02;8,42507E-03;7,45875E-03;1,32021E-02;1,86390E-02;8,28550E-03;7,68660E-03;1,34194E-02;3,16813E-05;1,27984E-05;3,21024E-05;-4,05862E-06
933;2,17157E-02;8,68437E-03;7,75230E-03;1,35607E-02;1,93325E-02;8,57582E-03;8,00745E-03;1,40202E-02;7,21770E-05;4,69854E-06;1,41998E-05;-7,62117E-05
934;2,25325E-02;9,07971E-03;8,00638E-03;1,41732E-02;2,00433E-02;8,85521E-03;8,27894E-03;1,43622E-02;1,20290E-04;1,65692E-05;-6,99221E-06;3,89996E-05
935;2,29881E-02;9,33230E-03;8,30098E-03;1,46968E-02;2,07398E-02;9,20906E-03;8,52885E-03;1,49235E-02;-3,29047E-05;6,93505E-06;4,89055E-06;-1,00681E-04
936;2,40880E-02;9,58987E-03;8,44959E-03;1,51176E-02;2,13768E-02;9,52407E-03;8,83026E-03;1,54117E-02;5,87402E-05;-1,17221E-05;3,30218E-06;2,23079E-04
937;2,46702E-02;9,95619E-03;8,83162E-03;1,54337E-02;2,19625E-02;9,86852E-03;9,14701E-03;1,59908E-02;-9,11205E-05;1,57005E-05;-9,17188E-06;-8,21841E-05
938;2,53163E-02;1,02100E-02;9,00161E-03;1,59721E-02;2,24527E-02;1,00868E-02;9,30012E-03;1,64993E-02;6,99266E-05;-1,27097E-05;-1,18801E-05;-3,10121E-05
939;2,56585E-02;1,04100E-02;9,13611E-03;1,62439E-02;2,30564E-02;1,03763E-02;9,66119E-03;1,66168E-02;-1,42162E-05;1,62453E-05;1,64203E-05;-5,33225E-06
940;2,59651E-02;1,05802E-02;9,40456E-03;1,65260E-02;2,33551E-02;1,05594E-02;9,62507E-03;1,69972E-02;1,52498E-04;-1,03509E-05;-9,84332E-06;-1,56739E-05
941;2,63195E-02;1,07047E-02;9,48225E-03;1,67759E-02;2,35126E-02;1,06561E-02;9,87257E-03;1,71836E-02;-7,72938E-05;1,06937E-05;-1,50056E-05;2,08219E-06
942;2,62413E-02;1,06101E-02;9,36022E-03;1,65244E-02;2,34144E-02;1,06364E-02;9,80000E-03;1,72339E-02;-1,04001E-06;-3,00943E-05;1,19825E-05;6,04801E-05
943;2,62821E-02;1,05259E-02;9,30965E-03;1,65937E-02;2,34036E-02;1,06764E-02;9,68071E-03;1,71768E-02;3,48356E-05;4,26499E-05;2,14217E-07;9,01156E-05
